customer_id,recharge_frequency,avg_recharge_amount,sim_age_months,call_stability,late_payment_ratio,avg_delay_days,upi_transaction_freq,credit_debit_ratio,location_stability,commute_regularity,daily_app_opens,avg_session_minutes,default_risk,default_probability
TRN_003995,5.104031044264968,565.38,42,0.4181,0.1334,0,7,1.14,17,4.22,3,10.5,0,0.2437
TRN_003996,2.2317373498315636,338.44,21,0.183,0.2754,13,9,0.95,20,2.03,3,11.6,0,0.2982
TRN_003997,1.9479217203829728,259.76,54,0.1608,0.1438,0,6,1.07,20,1.66,5,6.1,0,0.331
TRN_003998,4.649265806337261,475.57,18,0.2265,0.3233,3,8,1.09,18,2.59,4,9.3,0,0.3121
TRN_003999,3.826312630069966,568.38,48,0.232,0.0425,0,9,1.04,15,1.2,1,13.3,0,0.1447
TRN_004000,2.4307903533062114,403.98,7,0.1535,0.175,0,9,1.27,17,3.3,3,5.5,0,0.3879
TRN_004001,4.273456871609716,365.48,8,0.3008,0.1478,0,8,1.16,15,4.41,2,9.7,0,0.26
TRN_004002,2.6632929991533603,458.35,20,0.4405,0.2799,7,15,1.11,11,3.84,2,9.0,0,0.1944
TRN_004003,3.1094693409515477,833.17,12,0.0937,0.3013,2,10,1.3,14,1.35,2,11.6,0,0.3677
TRN_004004,2.1911304449002214,582.23,27,0.2842,0.0471,0,12,0.86,22,3.63,4,5.8,0,0.1595
TRN_004005,5.349492781384355,502.37,48,0.2954,0.2453,10,8,1.29,20,1.58,2,11.0,0,0.3565
TRN_004006,5.347536131806545,626.18,53,0.2035,0.1998,0,6,1.36,20,3.92,3,3.4,0,0.3265
TRN_004007,4.53038082143722,596.71,43,0.3775,0.0267,0,10,1.08,15,3.25,1,4.7,0,0.2262
TRN_004008,5.812694665926344,607.31,12,0.2812,0.4432,10,12,0.69,27,3.19,4,9.4,0,0.4965
TRN_004009,5.163638485932511,486.59,50,0.2011,0.2209,5,15,0.48,17,1.48,2,13.1,0,0.5123
TRN_004010,4.157104396976216,752.96,27,0.505,0.2797,4,10,1.66,18,4.56,1,8.0,0,0.2651
TRN_004011,4.476364118401474,588.56,23,0.4542,0.2124,6,8,1.57,14,1.05,3,3.5,0,0.4856
TRN_004012,4.348370667328679,623.3,26,0.177,0.0559,0,12,0.8,24,1.24,1,1.8,0,0.1756
TRN_004013,1.0,393.4,9,0.3692,0.2203,5,10,1.18,16,1.84,2,6.6,0,0.2162
TRN_004014,5.120761246386522,380.42,8,0.2911,0.2612,9,9,0.96,25,3.12,5,8.5,0,0.2886
TRN_004015,5.339790046557696,612.75,3,0.523,0.1612,0,10,1.15,19,2.61,4,7.9,0,0.1499
TRN_004016,4.32599345548999,295.36,22,0.2303,0.2081,12,5,0.82,17,2.74,1,7.5,0,0.2502
TRN_004017,2.5033675850919095,448.87,31,0.3108,0.2034,5,12,0.99,19,2.31,6,9.6,0,0.2785
TRN_004018,3.4139617190610627,589.91,26,0.3063,0.3244,10,12,0.86,17,1.01,2,7.8,0,0.3618
TRN_004019,4.165708722706249,378.9,51,0.5129,0.4167,3,15,0.71,24,2.04,3,4.4,0,0.489
TRN_004020,4.186952363106828,345.13,20,0.4185,0.4851,7,5,1.26,18,2.38,8,8.0,0,0.2299
TRN_004021,4.12553225940661,663.64,9,0.1495,0.2046,6,7,1.24,23,3.12,2,5.2,0,0.4055
TRN_004022,1.0842238893905107,450.45,11,0.0805,0.3248,9,15,1.26,16,3.62,4,8.3,0,0.6438
TRN_004023,3.887885829971451,466.24,8,0.1364,0.5715,7,4,0.92,18,3.66,3,9.0,0,0.6066
TRN_004024,2.2007236424992214,326.4,14,0.3315,0.383,6,9,1.47,17,1.58,4,5.4,0,0.5322
TRN_004025,5.358942950911313,666.38,30,0.2922,0.3062,11,17,1.25,11,1.43,1,4.0,0,0.4436
TRN_004026,2.7814176350732582,625.67,31,0.2382,0.1305,0,9,0.72,18,4.53,2,10.0,0,0.4709
TRN_004027,6.58722182027608,788.51,38,0.4218,0.042,0,9,0.66,19,2.25,4,4.9,0,0.3277
TRN_004028,4.08378043579598,628.53,38,0.0518,0.1417,0,9,0.98,19,3.87,1,9.8,0,0.3874
TRN_004029,4.333636117018997,322.97,35,0.5025,0.3745,5,11,0.99,19,1.32,2,7.5,0,0.3132
TRN_004030,3.5869526230306334,454.63,29,0.1475,0.1976,0,10,1.11,19,1.26,4,4.6,0,0.2503
TRN_004031,5.210031367850656,417.11,9,0.4868,0.0599,0,13,0.9,22,4.89,2,8.7,0,0.1943
TRN_004032,4.225281541171784,314.74,4,0.6935,0.4121,5,15,0.96,25,2.57,2,4.7,0,0.2677
TRN_004033,3.7364097911727945,331.97,8,0.1573,0.0938,0,14,1.21,19,5.0,2,9.8,0,0.5326
TRN_004034,3.7777684519851356,481.06,25,0.0592,0.0393,0,14,1.25,20,4.3,3,5.6,0,0.3604
TRN_004035,3.373330118038279,385.66,38,0.8994,0.087,0,10,1.14,12,2.17,1,7.9,0,0.0497
TRN_004036,3.817138082090993,677.24,8,0.4839,0.2269,12,10,0.73,19,4.37,4,8.9,0,0.3003
TRN_004037,3.8887058987881833,250.0,41,0.0895,0.1514,0,4,1.2,13,3.81,4,16.4,0,0.292
TRN_004038,6.017148838957305,650.11,41,0.0665,0.0325,0,17,0.96,21,2.71,3,5.8,0,0.3198
TRN_004039,3.2045929605075516,416.62,53,0.2469,0.364,2,11,1.24,22,4.16,5,6.3,0,0.3544
TRN_004040,5.43249677279011,481.12,23,0.3264,0.0595,0,11,0.94,22,2.91,3,11.6,0,0.2601
TRN_004041,5.613672417153902,997.65,58,0.3111,0.0455,0,15,1.05,21,3.6,4,6.7,0,0.1428
TRN_004042,2.4774462467967098,666.86,27,0.1735,0.2441,9,11,1.28,14,4.55,5,9.5,0,0.4729
TRN_004043,5.030783337140191,516.08,3,0.2773,0.1038,0,9,1.81,19,2.84,2,5.5,0,0.1228
TRN_004044,5.277897006269737,339.25,21,0.3439,0.0517,0,4,1.28,25,2.5,1,9.7,0,0.0673
TRN_004045,3.428903590404295,554.39,29,0.2799,0.107,0,14,1.57,13,1.88,1,7.7,0,0.0266
TRN_004046,6.106348935456477,559.73,27,0.0841,0.1203,0,10,0.99,12,3.71,8,10.9,0,0.1675
TRN_004047,5.993855482841781,485.54,52,0.1543,0.0597,0,18,1.22,16,2.7,4,9.8,0,0.3623
TRN_004048,2.221072493625144,567.05,8,0.003,0.0579,0,17,1.42,33,2.36,1,15.2,0,0.3359
TRN_004049,2.2604459456000763,607.01,49,0.3073,0.2685,14,9,1.17,10,1.99,6,6.8,0,0.3726
TRN_004050,4.014225832100314,271.42,60,0.3617,0.0912,0,9,1.33,16,4.05,4,7.9,0,0.2712
TRN_004051,4.81274572055177,567.15,38,0.1602,0.1485,0,13,1.54,26,1.63,3,7.1,0,0.2848
TRN_004052,2.7326420874785193,520.7,60,0.5108,0.0889,0,8,1.35,25,2.22,5,8.4,0,0.0848
TRN_004053,4.024312647610582,947.12,18,0.0947,0.0863,0,12,0.98,21,3.01,6,5.4,0,0.2734
TRN_004054,4.200439193521964,703.65,39,0.3468,0.5024,11,9,0.72,16,4.98,3,9.5,0,0.5943
TRN_004055,3.894655231155793,622.02,36,0.0496,0.1103,0,9,1.72,19,2.76,5,7.6,0,0.3127
TRN_004056,4.123429563558729,371.75,13,0.0852,0.018,0,10,1.35,17,4.99,3,7.8,0,0.4837
TRN_004057,4.902756219640469,797.4,46,0.5468,0.1555,0,12,0.98,15,2.05,2,6.9,0,0.0976
TRN_004058,5.082873215670174,403.53,27,0.3278,0.241,4,9,1.39,20,1.13,1,8.9,0,0.3835
TRN_004059,2.083648424491532,359.28,13,0.4738,0.167,0,9,0.7,14,3.94,4,11.8,0,0.2748
TRN_004060,2.159382007384004,804.9,11,0.1702,0.1804,0,11,1.33,21,2.1,3,6.9,0,0.3742
TRN_004061,3.2164196733132764,658.73,20,0.5707,0.2004,5,11,0.95,7,3.29,1,7.6,0,0.1874
TRN_004062,6.675180971252161,609.71,22,0.54,0.0527,0,12,0.83,29,1.7,6,10.3,0,0.2932
TRN_004063,4.377237999940659,512.53,20,0.3417,0.0929,0,8,1.07,19,3.49,6,10.3,0,0.3079
TRN_004064,2.4135509914101645,728.17,34,0.4126,0.2485,4,15,1.75,13,1.13,1,2.8,0,0.2363
TRN_004065,5.82183944768564,402.31,12,0.4271,0.2573,7,11,1.02,16,2.85,3,5.8,0,0.1624
TRN_004066,6.087045261870896,602.62,7,0.2544,0.094,0,8,1.19,16,4.29,7,7.9,0,0.2355
TRN_004067,2.7179896306715903,646.65,13,0.28,0.1147,0,15,0.82,13,1.48,2,6.7,0,0.1725
TRN_004068,4.94904871545758,358.18,30,0.4588,0.1885,0,13,0.44,21,3.37,5,4.9,0,0.4082
TRN_004069,1.1358873127431974,573.22,20,0.3303,0.037,0,5,0.89,18,1.6,1,9.2,0,0.3709
TRN_004070,4.656447553788681,473.43,29,0.6056,0.0669,0,12,0.96,12,3.38,1,5.9,0,0.3535
TRN_004071,6.811802572279571,304.94,22,0.1231,0.1394,0,12,1.19,15,3.55,3,10.3,0,0.2842
TRN_004072,3.481363661519228,354.59,33,0.1636,0.2885,8,8,0.53,21,2.61,4,2.7,0,0.4815
TRN_004073,3.9295069645205998,640.87,53,0.2103,0.1616,0,17,1.4,16,3.52,1,14.0,0,0.1861
TRN_004074,4.203529194808492,592.33,7,0.0679,0.275,8,15,1.24,9,1.56,3,10.0,0,0.3312
TRN_004075,2.3951059969748734,465.62,26,0.1029,0.1305,0,8,1.56,27,2.32,2,13.3,0,0.2902
TRN_004076,3.453899396140686,157.5,19,0.0549,0.1435,0,9,1.07,19,2.7,1,8.4,0,0.3169
TRN_004077,4.754783453268267,401.12,18,0.1574,0.6102,11,16,0.94,19,2.66,4,7.6,0,0.4143
TRN_004078,5.870249961601037,539.38,49,0.1355,0.1672,0,12,1.25,20,2.19,2,9.1,0,0.3057
TRN_004079,4.340562732242132,461.33,43,0.223,0.0489,0,8,1.23,21,2.66,3,10.0,0,0.2107
TRN_004080,3.939609741196436,376.33,34,0.0601,0.1685,0,7,1.15,15,1.84,3,9.3,0,0.3073
TRN_004081,5.455541832441099,492.48,41,0.2718,0.1334,0,15,0.51,9,4.37,1,5.7,0,0.2935
TRN_004082,1.3372944447689314,529.9,42,0.068,0.2578,5,16,1.43,23,3.51,1,11.1,0,0.5186
TRN_004083,3.399844511634698,458.89,15,0.6552,0.3216,5,11,1.3,9,3.53,4,-2.4,0,0.2452
TRN_004084,4.32589937473337,530.65,32,0.3659,0.154,0,10,1.16,20,3.48,3,11.3,0,0.3685
TRN_004085,3.73547995576016,533.8,9,0.2207,0.0872,0,8,1.7,22,2.97,2,9.8,0,0.2417
TRN_004086,4.152111400363306,540.84,11,0.6822,0.0418,0,9,0.81,25,1.58,2,4.0,0,0.0471
TRN_004087,2.7735810333172477,595.08,22,0.0764,0.3983,13,6,0.86,22,2.49,7,6.2,0,0.4361
TRN_004088,5.8410714079002215,443.25,3,0.3854,0.1714,0,10,1.47,19,3.77,4,8.6,0,0.217
TRN_004089,4.079790268896608,538.63,28,0.7356,0.1214,0,13,1.58,19,3.57,1,11.4,0,0.0
TRN_004090,5.130457426218739,669.42,24,0.3255,0.2591,11,10,1.27,11,1.04,3,11.0,0,0.4181
TRN_004091,4.986551006719514,674.57,56,0.35,0.0971,0,10,1.04,13,4.84,4,5.8,0,0.2098
TRN_004092,3.688215037073548,653.43,42,0.5251,0.0935,0,10,1.06,14,1.86,1,10.9,0,0.2162
TRN_004093,2.986115863286643,608.78,27,0.1584,0.1166,0,6,1.15,16,3.43,3,10.8,0,0.2369
TRN_004094,8.005910165390144,490.78,54,0.488,0.2811,10,9,1.1,14,3.78,2,6.8,0,0.4017
TRN_004095,5.893950768797215,850.53,58,0.2527,0.265,5,13,0.75,19,4.34,3,10.7,0,0.3624
TRN_004096,6.642894096515398,438.61,24,0.49,0.1453,0,8,0.8,18,2.85,2,4.0,0,0.2773
TRN_004097,2.846860661357936,629.33,31,0.0876,0.2324,9,11,1.45,22,2.86,3,4.9,0,0.4993
TRN_004098,6.336746318118113,481.29,24,0.0312,0.4175,8,10,1.52,14,3.8,2,3.4,0,0.5957
TRN_004099,3.743906413405921,609.72,30,0.2026,0.1879,0,13,1.21,21,4.7,3,12.3,0,0.2686
TRN_004100,3.23556188905092,452.79,55,0.1813,0.1634,0,15,0.95,19,1.48,5,13.8,0,0.3868
TRN_004101,2.4209762480574284,467.02,55,0.4366,0.282,10,13,1.49,18,4.82,1,6.8,0,0.3662
TRN_004102,3.0868798116412552,568.67,58,0.3462,0.204,7,8,0.95,15,1.46,2,7.3,0,0.2765
TRN_004103,4.507218927271311,438.88,44,0.2066,0.2391,5,16,1.65,19,3.52,3,8.0,0,0.4333
TRN_004104,6.774038839973871,368.1,41,0.4634,0.2103,7,8,1.6,27,2.68,4,10.2,0,0.2649
TRN_004105,1.1194857242012994,552.18,11,0.1483,0.2372,8,8,1.36,20,4.03,1,8.9,0,0.2214
TRN_004106,5.805380286949443,392.71,22,0.0662,0.1251,0,14,1.03,20,1.23,1,2.1,0,0.0
TRN_004107,4.674076810172964,289.03,23,0.2669,0.2946,8,10,1.22,20,3.24,3,10.8,0,0.2592
TRN_004108,2.983545937219662,509.61,41,0.6213,0.1727,0,17,0.9,17,4.38,5,10.6,0,0.172
TRN_004109,7.19076669729573,667.9,47,0.0899,0.3312,1,8,1.09,12,3.46,2,6.7,0,0.4541
TRN_004110,4.099104627181362,496.28,15,0.3983,0.1928,0,14,1.51,16,4.55,1,4.8,0,0.1842
TRN_004111,2.425576259766637,616.58,33,0.365,0.178,0,7,1.14,13,1.68,4,13.1,0,0.3267
TRN_004112,8.343831453475225,383.69,23,0.3899,0.4542,7,7,1.05,12,1.9,3,8.8,0,0.3104
TRN_004113,3.373955512435777,430.35,14,0.3635,0.105,0,6,1.39,16,1.0,3,13.4,0,0.0849
TRN_004114,4.867360122327983,705.36,28,0.2864,0.2029,3,12,1.05,13,4.54,1,7.9,0,0.2537
TRN_004115,2.9287508133674587,461.05,23,0.1282,0.0255,0,12,1.08,18,4.83,5,9.7,0,0.3576
TRN_004116,3.587343108202461,384.26,21,0.1423,0.0954,0,5,0.38,21,2.72,1,6.2,0,0.3175
TRN_004117,4.372117333493751,422.51,50,0.0959,0.4891,6,9,1.17,24,2.07,5,7.6,0,0.4332
TRN_004118,1.81993880568834,381.82,47,0.362,0.3956,7,13,0.86,13,2.7,3,7.2,0,0.4336
TRN_004119,3.781831504472602,448.01,43,0.0873,0.1161,0,9,0.97,19,2.03,4,5.3,0,0.1403
TRN_004120,1.557833421627345,576.96,34,0.4271,0.2265,7,6,0.82,16,3.98,7,4.3,0,0.1907
TRN_004121,7.153018075048971,462.63,39,0.6146,0.3054,3,7,1.13,13,2.81,3,5.6,0,0.2229
TRN_004122,2.02311630834437,624.14,53,0.2427,0.3111,7,8,0.73,14,2.31,3,8.0,0,0.2766
TRN_004123,3.8289646488981397,589.76,18,0.6248,0.2763,6,13,1.01,17,1.96,3,6.7,0,0.1814
TRN_004124,5.450291820066399,714.99,23,0.4124,0.16,0,5,0.92,23,1.19,4,7.9,0,0.3095
TRN_004125,3.3786661189816662,643.46,27,0.0936,0.0753,0,12,1.44,24,3.88,3,4.2,0,0.3265
TRN_004126,6.552110366072108,237.48,20,0.2493,0.205,7,8,0.85,17,2.27,3,7.5,0,0.184
TRN_004127,5.1233060740094665,595.5,55,0.471,0.1191,0,14,1.18,19,2.48,6,10.9,0,0.2125
TRN_004128,3.47754248171257,498.13,53,0.1332,0.2545,8,7,1.02,15,3.8,4,8.4,0,0.3495
TRN_004129,3.8558063087312644,345.47,28,0.2071,0.2256,9,5,0.87,19,4.71,3,14.6,0,0.2928
TRN_004130,5.568935114565439,176.75,26,0.1961,0.2694,8,7,1.56,15,4.64,4,10.3,0,0.2217
TRN_004131,4.691947210416761,591.54,10,0.3186,0.4836,7,8,1.36,17,3.31,4,9.1,0,0.3992
TRN_004132,4.026992889613121,877.56,39,0.4995,0.1145,0,6,1.33,25,3.91,5,11.9,0,0.1054
TRN_004133,2.5689523558892393,559.78,15,0.2539,0.2157,6,9,1.2,15,2.91,1,6.7,0,0.4396
TRN_004134,4.273853418766635,579.66,40,0.171,0.2496,4,10,1.12,16,4.82,1,6.6,0,0.4705
TRN_004135,5.809618021984365,734.01,37,0.2487,0.0955,0,14,0.72,19,4.17,4,11.7,0,0.2836
TRN_004136,5.15699825474555,378.19,14,0.2499,0.3436,3,10,1.36,16,2.29,3,7.2,0,0.5203
TRN_004137,1.5956698426816107,503.27,46,0.4098,0.315,6,11,1.16,19,1.33,2,11.8,0,0.4332
TRN_004138,4.101464533669203,535.69,52,0.5543,0.281,8,11,1.33,15,1.19,4,8.8,0,0.0727
TRN_004139,3.603384604294311,386.24,38,0.1213,0.1788,0,14,0.56,23,2.07,5,9.2,0,0.3579
TRN_004140,6.537839902720756,480.74,4,0.149,0.3717,5,8,1.13,17,1.43,1,5.8,0,0.494
TRN_004141,4.41390417440035,592.58,49,0.4902,0.1218,0,6,0.81,27,4.23,6,7.1,0,0.0701
TRN_004142,4.760862559937479,683.92,32,0.3286,0.3445,8,13,1.27,21,4.63,5,5.5,0,0.5013
TRN_004143,2.496035047494106,506.05,48,0.064,0.462,6,10,1.74,21,2.52,1,12.6,1,0.7754
TRN_004144,5.721056105836138,733.36,16,0.3577,0.3835,11,11,0.93,23,3.5,2,10.9,0,0.4767
TRN_004145,4.484414562023886,651.8,31,0.299,0.231,9,8,1.89,15,1.03,2,5.1,0,0.1709
TRN_004146,3.5580793306649756,532.77,54,0.4148,0.2497,6,11,1.0,23,2.92,3,7.6,0,0.337
TRN_004147,2.2040834585798534,459.98,21,0.3322,0.1737,0,13,0.94,22,1.97,5,5.6,0,0.3018
TRN_004148,4.27743245959978,446.75,56,0.1133,0.129,0,9,1.13,11,4.14,3,9.9,0,0.524
TRN_004149,3.0141413295314163,702.77,47,0.371,0.3532,8,10,1.31,13,3.78,6,0.6,0,0.3554
TRN_004150,5.931841729914141,432.16,7,0.2237,0.3943,7,8,1.02,19,1.13,6,11.4,0,0.6255
TRN_004151,4.869553699954939,449.86,55,0.0976,0.1976,0,8,1.04,15,2.79,6,8.3,0,0.4223
TRN_004152,3.4199703727096225,328.23,57,0.4822,0.4479,7,10,1.0,23,1.4,4,6.4,0,0.248
TRN_004153,1.0,410.34,53,0.3587,0.1147,0,11,0.69,19,3.28,1,9.6,0,0.2146
TRN_004154,3.9054015229061814,404.23,53,0.3242,0.1145,0,10,1.31,22,3.06,2,6.3,0,0.0989
TRN_004155,5.198153204094205,270.17,29,0.5855,0.1743,0,8,0.95,14,3.55,5,9.3,0,0.3663
TRN_004156,4.580469792648575,410.61,46,0.6483,0.2458,10,8,1.12,20,1.22,3,9.6,0,0.0639
TRN_004157,4.754409107305378,492.37,34,0.4498,0.3659,9,6,0.82,14,3.25,3,10.6,0,0.1501
TRN_004158,2.471192204946841,467.65,11,0.3937,0.3215,6,10,1.07,14,3.35,1,7.4,0,0.3772
TRN_004159,4.010617201071074,920.59,43,0.1883,0.2159,8,6,0.42,13,2.3,3,9.9,0,0.505
TRN_004160,3.3568889244560975,434.2,22,0.3931,0.2332,5,10,1.17,19,4.08,3,5.5,0,0.2279
TRN_004161,4.0244480686301625,773.76,18,0.1808,0.3281,11,10,0.98,24,4.74,1,8.1,0,0.3839
TRN_004162,3.68509254131634,365.27,19,0.2975,0.0699,0,6,1.01,20,3.62,5,7.1,0,0.3024
TRN_004163,3.573596138643036,317.26,45,0.0959,0.1099,0,14,1.32,19,2.18,2,6.7,0,0.4193
TRN_004164,3.7031483705548935,448.12,12,0.6096,0.2133,8,15,1.44,21,3.75,2,8.9,0,0.1944
TRN_004165,3.453086914449512,280.13,48,0.3942,0.1268,0,9,1.05,17,4.48,1,4.0,0,0.1922
TRN_004166,4.775786534411766,215.2,30,0.2667,0.2372,7,11,0.64,17,3.63,2,9.3,0,0.3773
TRN_004167,2.0729252951579547,643.21,53,0.1173,0.1219,0,9,0.75,17,1.21,1,6.3,0,0.2666
TRN_004168,4.70440777837825,420.09,27,0.5811,0.0454,0,10,1.39,21,3.59,2,10.4,0,0.1853
TRN_004169,1.2834196258136785,637.03,7,0.0332,0.2515,5,6,1.89,16,2.07,1,3.7,0,0.2789
TRN_004170,5.513190291288149,188.92,31,0.1353,0.4041,4,10,1.23,14,1.48,2,3.3,0,0.4855
TRN_004171,3.0853349464353985,153.04,41,0.3444,0.1091,0,12,0.94,15,2.31,1,4.4,0,0.3172
TRN_004172,2.0737079694477907,754.91,33,0.2188,0.2111,8,12,1.11,15,4.11,7,10.3,0,0.3499
TRN_004173,1.0,451.91,40,0.4765,0.3184,6,9,1.27,18,3.51,2,7.5,0,0.0877
TRN_004174,4.03799553606558,441.58,28,0.3902,0.0869,0,12,1.27,11,3.03,4,9.5,0,0.2978
TRN_004175,2.105668524995011,237.49,37,0.2891,0.2837,8,5,0.56,17,1.38,5,6.3,0,0.3977
TRN_004176,4.662053153530607,332.48,35,0.2045,0.1699,0,10,0.81,14,4.43,2,6.3,0,0.3721
TRN_004177,5.681939497978389,448.88,58,0.305,0.1413,0,18,1.23,16,1.14,7,13.1,0,0.248
TRN_004178,2.253434195761646,353.11,47,0.3485,0.2526,4,8,0.78,16,2.05,4,9.8,0,0.3368
TRN_004179,6.190922273576809,547.97,29,0.0467,0.2225,8,10,0.91,14,3.9,5,12.8,0,0.3636
TRN_004180,6.000121023178958,592.3,37,0.1171,0.3188,8,13,0.59,23,2.02,4,8.3,0,0.4482
TRN_004181,2.1922443572751975,730.15,5,0.1339,0.1656,0,4,1.37,18,1.93,6,6.1,0,0.2726
TRN_004182,5.558738209763641,577.83,53,0.3241,0.1507,0,9,0.86,15,4.99,2,6.6,0,0.255
TRN_004183,5.214602266529014,660.56,26,0.2463,0.1955,0,9,1.79,16,2.35,3,13.8,0,0.1196
TRN_004184,1.8610775798223802,580.63,47,0.5337,0.0462,0,9,0.28,22,1.11,3,7.5,0,0.2219
TRN_004185,2.02337311591375,613.73,60,0.6027,0.2097,1,13,1.68,19,2.63,2,8.4,0,0.1781
TRN_004186,4.404036112596576,606.97,54,0.0945,0.2509,4,12,1.39,7,3.05,3,4.9,0,0.335
TRN_004187,6.656912028522013,440.84,37,0.4389,0.0128,0,13,1.11,20,2.5,2,7.1,0,0.108
TRN_004188,4.370301472972963,516.12,41,0.0178,0.1013,0,12,0.93,22,4.74,1,7.7,0,0.381
TRN_004189,2.4271284881280972,445.25,43,0.3463,0.0261,0,10,1.75,22,3.3,1,7.1,0,0.1522
TRN_004190,4.095193853567756,634.95,8,0.2705,0.1038,0,2,1.38,21,3.79,2,13.7,0,0.4099
TRN_004191,3.4162933877994277,253.32,9,0.1551,0.0243,0,14,0.93,15,4.46,2,2.9,0,0.341
TRN_004192,4.042296554171019,510.28,52,0.1158,0.5088,8,15,0.97,23,3.6,2,1.9,0,0.4961
TRN_004193,5.151515828602179,355.93,18,0.0612,0.074,0,10,1.03,13,3.35,3,7.2,0,0.4033
TRN_004194,5.781554270914565,509.96,45,0.4186,0.1276,0,6,0.84,23,3.05,3,4.2,0,0.0866
TRN_004195,3.774541717111425,729.51,45,0.1535,0.176,0,9,1.15,16,4.8,3,7.0,0,0.3734
TRN_004196,6.924906602139741,616.84,25,0.012,0.4577,5,10,1.61,11,4.32,1,11.3,0,0.4808
TRN_004197,5.398817233317952,427.21,13,0.3225,0.1149,0,13,1.38,13,1.03,2,2.0,0,0.3286
TRN_004198,3.715231191487376,429.29,44,0.2869,0.2938,7,12,0.9,12,1.74,4,4.3,0,0.364
TRN_004199,3.1860926181522813,455.92,42,0.2327,0.1454,0,10,1.37,15,3.76,3,8.3,0,0.3551
TRN_004200,5.273897926476155,397.8,5,0.074,0.2415,7,13,0.89,21,4.18,1,7.0,0,0.4171
TRN_004201,2.713999480554412,361.18,39,0.5371,0.0625,0,12,1.07,14,1.15,6,7.8,0,0.0681
TRN_004202,4.265115474525594,467.11,44,0.3034,0.3553,3,9,0.74,18,1.33,2,1.9,0,0.4139
TRN_004203,3.110138767876653,507.34,46,0.1646,0.1956,0,8,1.23,15,4.62,1,6.5,0,0.3253
TRN_004204,1.931808169621645,253.46,44,0.5881,0.2577,4,13,1.13,21,2.68,4,5.0,0,0.3051
TRN_004205,4.206644893467152,390.98,28,0.1233,0.1325,0,9,0.86,17,3.4,3,5.8,0,0.2956
TRN_004206,3.800313437712923,541.87,51,0.3822,0.0867,0,6,1.11,10,3.16,3,5.3,0,0.136
TRN_004207,4.57087259126628,713.72,24,0.1398,0.2296,8,12,0.97,17,1.98,3,5.5,0,0.39
TRN_004208,3.65457707776833,691.33,53,0.2211,0.0368,0,8,1.13,11,1.29,1,10.9,0,0.1908
TRN_004209,4.524260288922105,502.28,30,0.2022,0.1091,0,8,1.39,15,2.21,2,11.0,0,0.4707
TRN_004210,6.371899134481992,436.55,9,0.3771,0.3214,7,8,1.04,17,1.06,5,8.1,0,0.3028
TRN_004211,4.751752981131051,494.18,3,0.3079,0.1472,0,13,0.85,16,2.69,3,9.1,0,0.3999
TRN_004212,4.628912444998848,429.21,9,0.1777,0.2734,9,5,1.2,19,3.97,3,9.9,0,0.5898
TRN_004213,3.604584504792966,149.02,19,0.1858,0.1265,0,10,0.92,10,4.64,4,8.4,0,0.4069
TRN_004214,4.637732195816564,187.43,17,0.1984,0.2211,6,10,1.11,16,1.88,4,8.3,0,0.2761
TRN_004215,5.648891878582099,248.69,35,0.3293,0.4019,7,9,1.37,15,2.56,2,6.5,0,0.3529
TRN_004216,4.3367099598143986,584.87,50,0.2947,0.0154,0,11,1.12,14,2.42,4,7.8,0,0.4169
TRN_004217,3.3644484947817785,686.37,36,0.4893,0.1719,0,12,0.76,19,4.47,2,5.9,0,0.2746
TRN_004218,2.848300314659613,511.57,38,0.3373,0.1751,0,8,0.76,17,1.15,2,3.3,0,0.3962
TRN_004219,5.331041840813235,497.26,40,0.3988,0.2678,5,9,1.04,19,1.05,2,7.6,0,0.2812
TRN_004220,4.050218406955632,355.57,47,0.2542,0.2059,8,8,0.89,18,1.04,1,6.2,0,0.4269
TRN_004221,3.639837471775904,749.27,39,0.5288,0.1014,0,8,1.31,16,2.4,3,3.8,0,0.2979
TRN_004222,2.4456904229003245,394.71,17,0.3191,0.2537,4,6,1.26,16,3.84,4,11.9,0,0.4527
TRN_004223,3.85795252919508,279.24,31,0.6378,0.3641,8,8,1.27,21,3.05,4,14.0,0,0.0955
TRN_004224,5.59110556488522,438.04,26,0.1714,0.068,0,6,1.62,27,3.36,3,9.2,0,0.116
TRN_004225,6.613473388806008,484.13,28,0.27,0.3672,7,8,0.93,17,3.98,3,11.4,0,0.3042
TRN_004226,5.097070422044029,332.48,32,0.4347,0.2357,6,12,0.92,18,1.61,2,5.3,0,0.1463
TRN_004227,4.78882972420612,439.29,52,0.1274,0.3363,9,12,1.14,21,2.7,3,8.6,0,0.2438
TRN_004228,4.324004939232855,354.01,46,0.5558,0.3969,8,9,1.16,13,4.05,2,4.5,0,0.3092
TRN_004229,3.8378869329492606,294.79,40,0.1609,0.1799,0,18,1.35,14,3.81,4,6.6,0,0.2975
TRN_004230,5.256045123617599,463.7,47,0.4897,0.0748,0,14,0.72,13,4.55,3,6.8,0,0.2762
TRN_004231,2.4846877246897443,532.81,35,0.1782,0.4092,9,9,1.15,19,3.64,1,2.5,0,0.4783
TRN_004232,1.2228208054922902,525.14,12,0.239,0.2378,5,15,1.02,19,2.15,6,9.4,0,0.5113
TRN_004233,4.541837086278494,958.65,25,0.4309,0.1667,0,9,1.56,25,4.03,2,8.4,0,0.2148
